53.4842598834,-2.0636554555
53.4842640829,-2.0636261612
53.4842661822,-2.0636115148
53.4842682823,-2.0635968684
53.4842724818,-2.0635675755
53.4842745811,-2.0635529291
53.4842766812,-2.0635382827
53.4842787805,-2.0635236363
53.4842808798,-2.0635089914
53.4842829790,-2.0634943435
53.4842850783,-2.0634796971
53.4842871767,-2.0634650507
53.4842892759,-2.0634504027
53.4842913743,-2.0634357578
53.4842934727,-2.0634211099
53.4842955710,-2.0634064620
53.4842976685,-2.0633918156
53.4842997659,-2.0633771677
53.4843018625,-2.0633625213
53.4843039599,-2.0633478733
53.4843060565,-2.0633332254
53.4843081521,-2.0633185775
53.4843102487,-2.0633039296
53.4843123443,-2.0632892832
53.4843144399,-2.0632746337
53.4843165356,-2.0632599858
53.4843186303,-2.0632453379
53.4843207260,-2.0632306900
53.4843228216,-2.0632160420
53.4843249181,-2.0632013941
53.4843270147,-2.0631867462
53.4843291121,-2.0631720982
53.4843312095,-2.0631574518
53.4843333096,-2.0631428069
53.4843354116,-2.0631281589
53.4843375135,-2.0631135139
53.4843396172,-2.0630988690
53.4843417236,-2.0630842255
53.4843438336,-2.0630695850
53.4843459472,-2.0630549430
53.4843480626,-2.0630403024
53.4843501816,-2.0630256634
53.4843523051,-2.0630110273
53.4843544358,-2.0629963943
53.4843565709,-2.0629817611
53.4843587106,-2.0629671310
53.4843608557,-2.0629525039
53.4843630079,-2.0629378782
53.4843651701,-2.0629232585
53.4843673394,-2.0629086402
53.4843695159,-2.0628940249
53.4843717005,-2.0628794141
53.4843738960,-2.0628648062
53.4843761031,-2.0628502058
53.4843783209,-2.0628356069
53.4843805487,-2.0628210139
53.4843827882,-2.0628064253
53.4843850402,-2.0627918427
53.4843873067,-2.0627772676
53.4843895884,-2.0627626968
53.4843918818,-2.0627481321
53.4843941896,-2.0627335748
53.4843965136,-2.0627190234
53.4843988547,-2.0627044809
53.4844012120,-2.0626899444
53.4844035854,-2.0626754153
53.4844059759,-2.0626608952
53.4844083845,-2.0626463824
53.4844108110,-2.0626318816
53.4844132582,-2.0626173853
53.4844157224,-2.0626028993
53.4844182056,-2.0625884223
53.4844207077,-2.0625739557
53.4844232304,-2.0625595011
53.4844257738,-2.0625450493
53.4844283370,-2.0625306125
53.4844309191,-2.0625161846
53.4844335228,-2.0625017672
53.4844361453,-2.0624873631
53.4844387913,-2.0624729635
53.4844414561,-2.0624585788
53.4844441416,-2.0624442030
53.4844468469,-2.0624298392
53.4844495729,-2.0624154903
53.4844523214,-2.0624011443
53.4844550896,-2.0623868132
53.4844578786,-2.0623724941
53.4844606882,-2.0623581853
53.4844635168,-2.0623438931
53.4844663687,-2.0623296037
53.4844692394,-2.0623153292
53.4844721318,-2.0623010682
53.4844750440,-2.0622868177
53.4844779760,-2.0622725820
53.4844809304,-2.0622583523
53.4844839047,-2.0622441390
53.4844868996,-2.0622299361
53.4844899152,-2.0622157467
53.4844929506,-2.0622015722
53.4844960076,-2.0621874036
53.4844990853,-2.0621732515
53.4845021837,-2.0621591113
53.4845053018,-2.0621449845
53.4845084407,-2.0621308742
53.4845116011,-2.0621167697
53.4845147823,-2.0621026818
53.4845179841,-2.0620886057
53.4845212057,-2.0620745446
53.4845244481,-2.0620605015
53.4845277119,-2.0620464612
53.4845309965,-2.0620324404
53.4845343009,-2.0620184330
53.4845376260,-2.0620044391
53.4845409700,-2.0619904631
53.4845443373,-2.0619764915
53.4845477236,-2.0619625394
53.4845511305,-2.0619486007
53.4845545573,-2.0619346755
53.4845580038,-2.0619207682
53.4845614711,-2.0619068668
53.4845649590,-2.0618929849
53.4845684658,-2.0618791164
53.4845719924,-2.0618652614
53.4845755370,-2.0618514243
53.4845791041,-2.0618375931
53.4845826892,-2.0618237814
53.4845862932,-2.0618099832
53.4845899161,-2.0617961983
53.4845935561,-2.0617824315
53.4845972168,-2.0617686691
53.4846008946,-2.0617549261
53.4846045912,-2.0617411966
53.4846083050,-2.0617274790
53.4846120323,-2.0617137809
53.4846157811,-2.0617000827
53.4846195453,-2.0616864056
53.4846233256,-2.0616727403
53.4846271213,-2.0616590870
53.4846309296,-2.0616454502
53.4846347567,-2.0616318133
53.4846385965,-2.0616181959
53.4846424515,-2.0616045890
53.4846463192,-2.0615909925
53.4846501976,-2.0615774110
53.4846540913,-2.0615638295
53.4846579968,-2.0615502629
53.4846619148,-2.0615367068
53.4846658437,-2.0615231596
53.4846697797,-2.0615096260
53.4846737301,-2.0614960878
53.4846776896,-2.0614825661
53.4846816589,-2.0614690518
53.4846856363,-2.0614555451
53.4846896192,-2.0614420503
53.4846936137,-2.0614285495
53.4846976163,-2.0614150622
53.4847016252,-2.0614015823
53.4847056414,-2.0613881070
53.4847096593,-2.0613746421
53.4847136880,-2.0613611697
53.4847177212,-2.0613477078
53.4847217590,-2.0613342519
53.4847258012,-2.0613207989
53.4847298443,-2.0613073535
53.4847338946,-2.0612939005
53.4847379476,-2.0612804566
53.4847420042,-2.0612670141
53.4847460618,-2.0612535746
53.4847501184,-2.0612401411
53.4847541795,-2.0612266971
53.4847582406,-2.0612132591
53.4847623026,-2.0611998241
53.4847663646,-2.0611863876
53.4847704221,-2.0611729556
53.4847744832,-2.0611595101
53.4847785416,-2.0611460706
53.4847825982,-2.0611326296
53.4847866521,-2.0611191871
53.4847907006,-2.0611057461
53.4847947482,-2.0610922901
53.4847987922,-2.0610788386
53.4848028326,-2.0610653826
53.4848068676,-2.0610519237
53.4848108936,-2.0610384663
53.4848149186,-2.0610249893
53.4848189365,-2.0610115168
53.4848229490,-2.0609980384
53.4848269543,-2.0609845540
53.4848309497,-2.0609710696
53.4848349405,-2.0609575657
53.4848389233,-2.0609440634
53.4848428980,-2.0609305535
53.4848468645,-2.0609170377
53.4848508194,-2.0609035189
53.4848547698,-2.0608899806
53.4848587093,-2.0608764423
53.4848626390,-2.0608628965
53.4848665597,-2.0608493433
53.4848704686,-2.0608357871
53.4848743713,-2.0608222099
53.4848782622,-2.0608086327
53.4848821433,-2.0607950465
53.4848860144,-2.0607814529
53.4848898730,-2.0607678578
53.4848937252,-2.0607542402
53.4848975649,-2.0607406212
53.4849013946,-2.0607269946
53.4849052145,-2.0607133591
53.4849090217,-2.0606997237
53.4849128218,-2.0606860656
53.4849166101,-2.0606724062
53.4849203885,-2.0606587393
53.4849241562,-2.0606450634
53.4849279121,-2.0606313891
53.4849316608,-2.0606176892
53.4849353988,-2.0606039908
53.4849391250,-2.0605902850
53.4849428423,-2.0605765703
53.4849465469,-2.0605628555
53.4849502452,-2.0605491183
53.4849539319,-2.0605353811
53.4849576086,-2.0605216364
53.4849612754,-2.0605078842
53.4849649297,-2.0604941321
53.4849685785,-2.0604803560
53.4849722156,-2.0604665814
53.4849758419,-2.0604527993
53.4849794584,-2.0604390098
53.4849830631,-2.0604252219
53.4849866615,-2.0604114098
53.4849902483,-2.0603975979
53.4849938251,-2.0603837799
53.4849973920,-2.0603699530
53.4850009464,-2.0603561277
53.4850044944,-2.0603422783
53.4850080298,-2.0603284305
53.4850115563,-2.0603145751
53.4850150710,-2.0603007124
53.4850185740,-2.0602868497
53.4850220707,-2.0602729644
53.4850255549,-2.0602590792
53.4850290282,-2.0602451865
53.4850324916,-2.0602312864
53.4850359416,-2.0602173863
53.4850393852,-2.0602034637
53.4850428154,-2.0601895427
53.4850462356,-2.0601756126
53.4850496450,-2.0601616751
53.4850530410,-2.0601477377
53.4850564297,-2.0601337778
53.4850598059,-2.0601198178
53.4850631712,-2.0601058505
53.4850665248,-2.0600918756
53.4850698668,-2.0600779009
53.4850732006,-2.0600639035
53.4850765219,-2.0600499078
53.4850798323,-2.0600359031
53.4850831320,-2.0600218924
53.4850864191,-2.0600078818
53.4850896998,-2.0599938486
53.4850929670,-2.0599798170
53.4850962244,-2.0599657764
53.4850994701,-2.0599517314
53.4851027049,-2.0599376864
53.4851059317,-2.0599236189
53.4851091467,-2.0599095515
53.4851123519,-2.0598954796
53.4851155463,-2.0598814002
53.4851187290,-2.0598673209
53.4851219044,-2.0598532205
53.4851250691,-2.0598391217
53.4851282221,-2.0598250170
53.4851313661,-2.0598109047
53.4851344975,-2.0597967941
53.4851376225,-2.0597826623
53.4851407350,-2.0597685322
53.4851438376,-2.0597543946
53.4851469303,-2.0597402510
53.4851500104,-2.0597261090
53.4851530833,-2.0597119445
53.4851561454,-2.0596977830
53.4851591958,-2.0596836140
53.4851622363,-2.0596694391
53.4851652642,-2.0596552658
53.4851682858,-2.0596410699
53.4851712939,-2.0596268756
53.4851742921,-2.0596126753
53.4851772795,-2.0595984690
53.4851802552,-2.0595842628
53.4851832228,-2.0595700356
53.4851861779,-2.0595558100
53.4851891230,-2.0595415784
53.4851920564,-2.0595273408
53.4851949782,-2.0595131033
53.4851978918,-2.0594988447
53.4852007929,-2.0594845893
53.4852036840,-2.0594703263
53.4852065634,-2.0594560559
53.4852094303,-2.0594417886
53.4852122900,-2.0594275002
53.4852151370,-2.0594132119
53.4852179733,-2.0593989192
