1,247329.9031,435860.331,76.8241,62387,
2,247334.1921,435864.139,76.824,62392,
3,247338.6784,435868.1231,76.8239,62398,
4,247343.1647,435872.1072,76.824,62404,
5,247346.2363,435875.0225,76.8239,62408,
6,247349.6008,435878.0103,76.8239,62413,
7,247352.1374,435880.0754,76.824,62416,
8,247356.5372,435884.1552,76.7926,62422,
9,SOP X,SOP Y,SOP Z,Chainage,
